"response_id","timestamp","term","probability","order","age_band","english_background","education_level","country_of_residence"
1395,"2026-01-05T18:32:52.624911","Improbable",15,17,"","","",""
1395,"2026-01-05T18:32:52.624911","Likely",80,1,"","","",""
1395,"2026-01-05T18:32:52.624911","Little Chance",15,8,"","","",""
1395,"2026-01-05T18:32:52.624911","May Happen",60,15,"","","",""
1395,"2026-01-05T18:32:52.624911","Might Happen",45,5,"","","",""
1395,"2026-01-05T18:32:52.624911","Probable",75,6,"","","",""
1395,"2026-01-05T18:32:52.624911","Realistic Possibility",70,9,"","","",""
1395,"2026-01-05T18:32:52.624911","Remote Chance",4,4,"","","",""
1395,"2026-01-05T18:32:52.624911","Unlikely",30,11,"","","",""
1395,"2026-01-05T18:32:52.624911","Very Good Chance",80,12,"","","",""
1395,"2026-01-05T18:32:52.624911","Will Happen",100,10,"","","",""
1400,"2026-01-05T18:34:45.493162","About Even",50,9,"","","",""
1400,"2026-01-05T18:34:45.493162","Almost Certain",90,12,"","","",""
1400,"2026-01-05T18:34:45.493162","Almost No Chance",10,15,"","","",""
1400,"2026-01-05T18:34:45.493162","Better than Even",55,16,"","","",""
1400,"2026-01-05T18:34:45.493162","Chances are Slight",30,6,"","","",""
1400,"2026-01-05T18:34:45.493162","Could Happen",50,18,"","","",""
1400,"2026-01-05T18:34:45.493162","Highly Likely",80,13,"","","",""
1400,"2026-01-05T18:34:45.493162","Highly Unlikely",5,3,"","","",""
1400,"2026-01-05T18:34:45.493162","Improbable",20,4,"","","",""
1400,"2026-01-05T18:34:45.493162","Likely",80,2,"","","",""
1400,"2026-01-05T18:34:45.493162","Little Chance",2,5,"","","",""
1400,"2026-01-05T18:34:45.493162","May Happen",50,8,"","","",""
1400,"2026-01-05T18:34:45.493162","Might Happen",50,11,"","","",""
1400,"2026-01-05T18:34:45.493162","Probable",70,19,"","","",""
1400,"2026-01-05T18:34:45.493162","Realistic Possibility",60,10,"","","",""
1400,"2026-01-05T18:34:45.493162","Remote Chance",20,7,"","","",""
1400,"2026-01-05T18:34:45.493162","Unlikely",10,1,"","","",""
1400,"2026-01-05T18:34:45.493162","Very Good Chance",80,14,"","","",""
1400,"2026-01-05T18:34:45.493162","Will Happen",100,17,"","","",""
1401,"2026-01-05T18:34:53.991334","About Even",50,5,"","","",""
1401,"2026-01-05T18:34:53.991334","Almost Certain",90,3,"","","",""
1401,"2026-01-05T18:34:53.991334","Almost No Chance",10,10,"","","",""
1401,"2026-01-05T18:34:53.991334","Better than Even",60,12,"","","",""
1401,"2026-01-05T18:34:53.991334","Chances are Slight",30,2,"","","",""
1401,"2026-01-05T18:34:53.991334","Could Happen",60,1,"","","",""
1401,"2026-01-05T18:34:53.991334","Highly Likely",80,4,"","","",""
1401,"2026-01-05T18:34:53.991334","Highly Unlikely",20,8,"","","",""
1401,"2026-01-05T18:34:53.991334","Improbable",10,18,"","","",""
1401,"2026-01-05T18:34:53.991334","Likely",70,7,"","","",""
1401,"2026-01-05T18:34:53.991334","Little Chance",10,14,"","","",""
1401,"2026-01-05T18:34:53.991334","May Happen",30,9,"","","",""
1401,"2026-01-05T18:34:53.991334","Might Happen",50,16,"","","",""
1401,"2026-01-05T18:34:53.991334","Probable",60,11,"","","",""
1401,"2026-01-05T18:34:53.991334","Realistic Possibility",50,6,"","","",""
1401,"2026-01-05T18:34:53.991334","Remote Chance",20,13,"","","",""
1401,"2026-01-05T18:34:53.991334","Unlikely",10,15,"","","",""
1401,"2026-01-05T18:34:53.991334","Very Good Chance",80,19,"","","",""
1401,"2026-01-05T18:34:53.991334","Will Happen",75,17,"","","",""
1406,"2026-01-05T18:36:48.629176","About Even",50,5,"","","",""
1406,"2026-01-05T18:36:48.629176","Almost Certain",90,4,"","","",""
1406,"2026-01-05T18:36:48.629176","Almost No Chance",3,10,"","","",""
1406,"2026-01-05T18:36:48.629176","Better than Even",51,17,"","","",""
1406,"2026-01-05T18:36:48.629176","Chances are Slight",10,14,"","","",""
1406,"2026-01-05T18:36:48.629176","Could Happen",50,16,"","","",""
1406,"2026-01-05T18:36:48.629176","Highly Likely",80,12,"","","",""
1406,"2026-01-05T18:36:48.629176","Highly Unlikely",5,15,"","","",""
1406,"2026-01-05T18:36:48.629176","Improbable",3,9,"","","",""
1406,"2026-01-05T18:36:48.629176","Likely",89,18,"","","",""
1406,"2026-01-05T18:36:48.629176","Little Chance",10,8,"","","",""
1406,"2026-01-05T18:36:48.629176","May Happen",59,19,"","","",""
1406,"2026-01-05T18:36:48.629176","Might Happen",30,3,"","","",""
1406,"2026-01-05T18:36:48.629176","Probable",90,6,"","","",""
1406,"2026-01-05T18:36:48.629176","Realistic Possibility",30,11,"","","",""
1406,"2026-01-05T18:36:48.629176","Remote Chance",5,2,"","","",""
1406,"2026-01-05T18:36:48.629176","Unlikely",20,13,"","","",""
1406,"2026-01-05T18:36:48.629176","Very Good Chance",89,7,"","","",""
1406,"2026-01-05T18:36:48.629176","Will Happen",100,1,"","","",""
1408,"2026-01-05T18:37:53.279306","About Even",50,1,"","","",""
1408,"2026-01-05T18:37:53.279306","Almost Certain",85,19,"","","",""
1408,"2026-01-05T18:37:53.279306","Almost No Chance",2,13,"","","",""
1408,"2026-01-05T18:37:53.279306","Better than Even",65,3,"","","",""
1408,"2026-01-05T18:37:53.279306","Chances are Slight",5,8,"","","",""
1408,"2026-01-05T18:37:53.279306","Could Happen",30,17,"","","",""
1408,"2026-01-05T18:37:53.279306","Highly Likely",80,4,"","","",""
1408,"2026-01-05T18:37:53.279306","Highly Unlikely",3,11,"","","",""
1408,"2026-01-05T18:37:53.279306","Improbable",15,18,"","","",""
1408,"2026-01-05T18:37:53.279306","Likely",60,14,"","","",""
1408,"2026-01-05T18:37:53.279306","Little Chance",10,6,"","","",""
1408,"2026-01-05T18:37:53.279306","May Happen",35,10,"","","",""
1408,"2026-01-05T18:37:53.279306","Might Happen",35,2,"","","",""
1408,"2026-01-05T18:37:53.279306","Probable",55,15,"","","",""
1408,"2026-01-05T18:37:53.279306","Realistic Possibility",45,5,"","","",""
1408,"2026-01-05T18:37:53.279306","Remote Chance",5,12,"","","",""
1408,"2026-01-05T18:37:53.279306","Unlikely",20,7,"","","",""
1408,"2026-01-05T18:37:53.279306","Very Good Chance",75,16,"","","",""
1408,"2026-01-05T18:37:53.279306","Will Happen",100,9,"","","",""
1409,"2026-01-05T18:38:27.238709","About Even",50,13,"","","",""
1409,"2026-01-05T18:38:27.238709","Almost Certain",95,8,"","","",""
1409,"2026-01-05T18:38:27.238709","Almost No Chance",1,16,"","","",""
1409,"2026-01-05T18:38:27.238709","Better than Even",60,14,"","","",""
1409,"2026-01-05T18:38:27.238709","Chances are Slight",10,11,"","","",""
1409,"2026-01-05T18:38:27.238709","Could Happen",50,10,"","","",""
1409,"2026-01-05T18:38:27.238709","Highly Likely",95,17,"","","",""
1409,"2026-01-05T18:38:27.238709","Highly Unlikely",5,3,"","","",""
1409,"2026-01-05T18:38:27.238709","Improbable",10,19,"","","",""
1409,"2026-01-05T18:38:27.238709","Likely",75,6,"","","",""
1409,"2026-01-05T18:38:27.238709","Little Chance",5,12,"","","",""
1409,"2026-01-05T18:38:27.238709","May Happen",50,1,"","","",""
1409,"2026-01-05T18:38:27.238709","Might Happen",50,4,"","","",""
1409,"2026-01-05T18:38:27.238709","Probable",75,15,"","","",""
1409,"2026-01-05T18:38:27.238709","Realistic Possibility",40,9,"","","",""
1409,"2026-01-05T18:38:27.238709","Remote Chance",5,18,"","","",""
1409,"2026-01-05T18:38:27.238709","Unlikely",25,5,"","","",""
1409,"2026-01-05T18:38:27.238709","Very Good Chance",80,2,"","","",""
1409,"2026-01-05T18:38:27.238709","Will Happen",100,7,"","","",""
1410,"2026-01-05T18:39:26.847546","About Even",50,15,"","","",""
1410,"2026-01-05T18:39:26.847546","Almost Certain",90,4,"","","",""
1410,"2026-01-05T18:39:26.847546","Almost No Chance",2,9,"","","",""
1410,"2026-01-05T18:39:26.847546","Better than Even",51,7,"","","",""
1410,"2026-01-05T18:39:26.847546","Chances are Slight",10,2,"","","",""
1410,"2026-01-05T18:39:26.847546","Could Happen",50,5,"","","",""
1410,"2026-01-05T18:39:26.847546","Highly Likely",80,19,"","","",""
1410,"2026-01-05T18:39:26.847546","Highly Unlikely",2,17,"","","",""
1410,"2026-01-05T18:39:26.847546","Improbable",5,16,"","","",""
1410,"2026-01-05T18:39:26.847546","Likely",75,3,"","","",""
1410,"2026-01-05T18:39:26.847546","Little Chance",10,8,"","","",""
1410,"2026-01-05T18:39:26.847546","May Happen",50,6,"","","",""
1410,"2026-01-05T18:39:26.847546","Might Happen",20,18,"","","",""
1410,"2026-01-05T18:39:26.847546","Probable",75,1,"","","",""
1410,"2026-01-05T18:39:26.847546","Realistic Possibility",55,11,"","","",""
1410,"2026-01-05T18:39:26.847546","Remote Chance",2,10,"","","",""
1410,"2026-01-05T18:39:26.847546","Unlikely",25,13,"","","",""
1410,"2026-01-05T18:39:26.847546","Very Good Chance",75,12,"","","",""
1410,"2026-01-05T18:39:26.847546","Will Happen",100,14,"","","",""
1412,"2026-01-05T18:39:56.108523","About Even",50,15,"","","",""
1412,"2026-01-05T18:39:56.108523","Almost Certain",99,7,"","","",""
1412,"2026-01-05T18:39:56.108523","Almost No Chance",1,11,"","","",""
1412,"2026-01-05T18:39:56.108523","Better than Even",55,1,"","","",""
1412,"2026-01-05T18:39:56.108523","Chances are Slight",2,12,"","","",""
1412,"2026-01-05T18:39:56.108523","Could Happen",10,4,"","","",""
1412,"2026-01-05T18:39:56.108523","Highly Likely",90,9,"","","",""
1412,"2026-01-05T18:39:56.108523","Highly Unlikely",5,17,"","","",""
1412,"2026-01-05T18:39:56.108523","Improbable",1,3,"","","",""
1412,"2026-01-05T18:39:56.108523","Likely",66,16,"","","",""
1412,"2026-01-05T18:39:56.108523","Little Chance",2,13,"","","",""
1412,"2026-01-05T18:39:56.108523","May Happen",20,6,"","","",""
1412,"2026-01-05T18:39:56.108523","Might Happen",10,19,"","","",""
1412,"2026-01-05T18:39:56.108523","Probable",80,14,"","","",""
1412,"2026-01-05T18:39:56.108523","Realistic Possibility",20,18,"","","",""
1412,"2026-01-05T18:39:56.108523","Remote Chance",1,8,"","","",""
1412,"2026-01-05T18:39:56.108523","Unlikely",33,10,"","","",""
1412,"2026-01-05T18:39:56.108523","Very Good Chance",80,5,"","","",""
1412,"2026-01-05T18:39:56.108523","Will Happen",100,2,"","","",""
1416,"2026-01-05T18:41:16.590201","About Even",50,7,"","","",""
1416,"2026-01-05T18:41:16.590201","Almost Certain",95,10,"","","",""
1416,"2026-01-05T18:41:16.590201","Almost No Chance",1,5,"","","",""
1416,"2026-01-05T18:41:16.590201","Better than Even",51,19,"","","",""
1416,"2026-01-05T18:41:16.590201","Chances are Slight",10,13,"","","",""
1416,"2026-01-05T18:41:16.590201","Could Happen",30,1,"","","",""
1416,"2026-01-05T18:41:16.590201","Highly Likely",80,15,"","","",""
1416,"2026-01-05T18:41:16.590201","Highly Unlikely",5,4,"","","",""
1416,"2026-01-05T18:41:16.590201","Improbable",1,17,"","","",""
1416,"2026-01-05T18:41:16.590201","Likely",80,8,"","","",""
1416,"2026-01-05T18:41:16.590201","Little Chance",5,12,"","","",""
1416,"2026-01-05T18:41:16.590201","May Happen",45,9,"","","",""
1416,"2026-01-05T18:41:16.590201","Might Happen",50,6,"","","",""
1416,"2026-01-05T18:41:16.590201","Probable",75,18,"","","",""
1416,"2026-01-05T18:41:16.590201","Realistic Possibility",60,14,"","","",""
1416,"2026-01-05T18:41:16.590201","Remote Chance",5,3,"","","",""
1416,"2026-01-05T18:41:16.590201","Unlikely",10,11,"","","",""
1416,"2026-01-05T18:41:16.590201","Very Good Chance",70,2,"","","",""
1416,"2026-01-05T18:41:16.590201","Will Happen",100,16,"","","",""
1417,"2026-01-05T18:42:49.520243","About Even",50,5,"","","",""
1417,"2026-01-05T18:42:49.520243","Almost Certain",95,4,"","","",""
1417,"2026-01-05T18:42:49.520243","Almost No Chance",1,10,"","","",""
1417,"2026-01-05T18:42:49.520243","Better than Even",55,17,"","","",""
1417,"2026-01-05T18:42:49.520243","Chances are Slight",1,14,"","","",""
1417,"2026-01-05T18:42:49.520243","Could Happen",10,16,"","","",""
1417,"2026-01-05T18:42:49.520243","Highly Likely",90,12,"","","",""
1417,"2026-01-05T18:42:49.520243","Highly Unlikely",1,15,"","","",""
1417,"2026-01-05T18:42:49.520243","Improbable",5,9,"","","",""
1417,"2026-01-05T18:42:49.520243","Likely",80,18,"","","",""
1417,"2026-01-05T18:42:49.520243","Little Chance",20,8,"","","",""
1417,"2026-01-05T18:42:49.520243","May Happen",30,19,"","","",""
1417,"2026-01-05T18:42:49.520243","Might Happen",40,3,"","","",""
1417,"2026-01-05T18:42:49.520243","Probable",80,6,"","","",""
1417,"2026-01-05T18:42:49.520243","Realistic Possibility",40,11,"","","",""
1417,"2026-01-05T18:42:49.520243","Remote Chance",5,2,"","","",""
1417,"2026-01-05T18:42:49.520243","Unlikely",20,13,"","","",""
1417,"2026-01-05T18:42:49.520243","Very Good Chance",70,7,"","","",""
1417,"2026-01-05T18:42:49.520243","Will Happen",100,1,"","","",""
1418,"2026-01-05T18:43:26.204389","About Even",50,8,"","","",""
1418,"2026-01-05T18:43:26.204389","Almost Certain",90,2,"","","",""
1418,"2026-01-05T18:43:26.204389","Almost No Chance",1,17,"","","",""
1418,"2026-01-05T18:43:26.204389","Better than Even",58,14,"","","",""
1418,"2026-01-05T18:43:26.204389","Chances are Slight",5,12,"","","",""
1418,"2026-01-05T18:43:26.204389","Could Happen",60,1,"","","",""
1418,"2026-01-05T18:43:26.204389","Highly Likely",90,3,"","","",""
1418,"2026-01-05T18:43:26.204389","Highly Unlikely",2,16,"","","",""
1418,"2026-01-05T18:43:26.204389","Improbable",20,4,"","","",""
1418,"2026-01-05T18:43:26.204389","Likely",80,9,"","","",""
1418,"2026-01-05T18:43:26.204389","Little Chance",15,11,"","","",""
1418,"2026-01-05T18:43:26.204389","May Happen",50,18,"","","",""
1418,"2026-01-05T18:43:26.204389","Might Happen",50,15,"","","",""
1418,"2026-01-05T18:43:26.204389","Probable",70,13,"","","",""
1418,"2026-01-05T18:43:26.204389","Realistic Possibility",70,6,"","","",""
1418,"2026-01-05T18:43:26.204389","Remote Chance",2,5,"","","",""
1418,"2026-01-05T18:43:26.204389","Unlikely",25,19,"","","",""
1418,"2026-01-05T18:43:26.204389","Very Good Chance",90,10,"","","",""
1418,"2026-01-05T18:43:26.204389","Will Happen",100,7,"","","",""
1424,"2026-01-05T18:46:00.534741","About Even",50,5,"","","",""
1424,"2026-01-05T18:46:00.534741","Almost Certain",95,1,"","","",""
1424,"2026-01-05T18:46:00.534741","Almost No Chance",3,12,"","","",""
1424,"2026-01-05T18:46:00.534741","Better than Even",53,13,"","","",""
1424,"2026-01-05T18:46:00.534741","Chances are Slight",15,2,"","","",""
1424,"2026-01-05T18:46:00.534741","Could Happen",55,4,"","","",""
1424,"2026-01-05T18:46:00.534741","Highly Likely",80,16,"","","",""
1424,"2026-01-05T18:46:00.534741","Highly Unlikely",5,10,"","","",""
1424,"2026-01-05T18:46:00.534741","Improbable",25,15,"","","",""
1424,"2026-01-05T18:46:00.534741","Likely",70,3,"","","",""
1424,"2026-01-05T18:46:00.534741","Little Chance",29,9,"","","",""
1424,"2026-01-05T18:46:00.534741","May Happen",53,18,"","","",""
1424,"2026-01-05T18:46:00.534741","Might Happen",60,8,"","","",""
1424,"2026-01-05T18:46:00.534741","Probable",66,17,"","","",""
1424,"2026-01-05T18:46:00.534741","Realistic Possibility",55,19,"","","",""
1424,"2026-01-05T18:46:00.534741","Remote Chance",10,7,"","","",""
1424,"2026-01-05T18:46:00.534741","Unlikely",20,11,"","","",""
1424,"2026-01-05T18:46:00.534741","Very Good Chance",65,14,"","","",""
1424,"2026-01-05T18:46:00.534741","Will Happen",98,6,"","","",""
1432,"2026-01-05T18:49:14.161335","About Even",50,13,"","","",""
1432,"2026-01-05T18:49:14.161335","Almost Certain",95,8,"","","",""
1432,"2026-01-05T18:49:14.161335","Almost No Chance",1,16,"","","",""
1432,"2026-01-05T18:49:14.161335","Better than Even",60,14,"","","",""
1432,"2026-01-05T18:49:14.161335","Chances are Slight",5,11,"","","",""
1432,"2026-01-05T18:49:14.161335","Could Happen",50,10,"","","",""
1432,"2026-01-05T18:49:14.161335","Highly Likely",95,17,"","","",""
1432,"2026-01-05T18:49:14.161335","Highly Unlikely",5,3,"","","",""
1432,"2026-01-05T18:49:14.161335","Improbable",5,19,"","","",""
1432,"2026-01-05T18:49:14.161335","Likely",0,6,"","","",""
1432,"2026-01-05T18:49:14.161335","Little Chance",10,12,"","","",""
1432,"2026-01-05T18:49:14.161335","May Happen",50,1,"","","",""
1432,"2026-01-05T18:49:14.161335","Might Happen",50,4,"","","",""
1432,"2026-01-05T18:49:14.161335","Probable",75,15,"","","",""
1432,"2026-01-05T18:49:14.161335","Realistic Possibility",85,9,"","","",""
1432,"2026-01-05T18:49:14.161335","Remote Chance",1,18,"","","",""
1432,"2026-01-05T18:49:14.161335","Unlikely",10,5,"","","",""
1432,"2026-01-05T18:49:14.161335","Very Good Chance",80,2,"","","",""
1432,"2026-01-05T18:49:14.161335","Will Happen",100,7,"","","",""
1435,"2026-01-05T18:49:59.971751","About Even",50,8,"","","",""
1435,"2026-01-05T18:49:59.971751","Almost Certain",90,2,"","","",""
1435,"2026-01-05T18:49:59.971751","Almost No Chance",10,17,"","","",""
1435,"2026-01-05T18:49:59.971751","Better than Even",60,14,"","","",""
1435,"2026-01-05T18:49:59.971751","Chances are Slight",15,12,"","","",""
1435,"2026-01-05T18:49:59.971751","Could Happen",40,1,"","","",""
1435,"2026-01-05T18:49:59.971751","Highly Likely",80,3,"","","",""
1435,"2026-01-05T18:49:59.971751","Highly Unlikely",20,16,"","","",""
1435,"2026-01-05T18:49:59.971751","Improbable",20,4,"","","",""
1435,"2026-01-05T18:49:59.971751","Likely",60,9,"","","",""
1435,"2026-01-05T18:49:59.971751","Little Chance",20,11,"","","",""
1435,"2026-01-05T18:49:59.971751","May Happen",50,18,"","","",""
1435,"2026-01-05T18:49:59.971751","Might Happen",50,15,"","","",""
1435,"2026-01-05T18:49:59.971751","Probable",75,13,"","","",""
1435,"2026-01-05T18:49:59.971751","Realistic Possibility",35,6,"","","",""
1435,"2026-01-05T18:49:59.971751","Remote Chance",10,5,"","","",""
1435,"2026-01-05T18:49:59.971751","Unlikely",30,19,"","","",""
1435,"2026-01-05T18:49:59.971751","Very Good Chance",75,10,"","","",""
1435,"2026-01-05T18:49:59.971751","Will Happen",95,7,"","","",""
1442,"2026-01-05T18:52:32.794310","About Even",50,12,"","","",""
1442,"2026-01-05T18:52:32.794310","Almost Certain",90,1,"","","",""
1442,"2026-01-05T18:52:32.794310","Almost No Chance",5,14,"","","",""
1442,"2026-01-05T18:52:32.794310","Better than Even",60,16,"","","",""
1442,"2026-01-05T18:52:32.794310","Chances are Slight",20,17,"","","",""
1442,"2026-01-05T18:52:32.794310","Could Happen",30,4,"","","",""
1442,"2026-01-05T18:52:32.794310","Highly Likely",80,5,"","","",""
1442,"2026-01-05T18:52:32.794310","Highly Unlikely",10,13,"","","",""
1442,"2026-01-05T18:52:32.794310","Improbable",30,8,"","","",""
1442,"2026-01-05T18:52:32.794310","Likely",60,11,"","","",""
1442,"2026-01-05T18:52:32.794310","Little Chance",10,19,"","","",""
1442,"2026-01-05T18:52:32.794310","May Happen",50,6,"","","",""
1442,"2026-01-05T18:52:32.794310","Might Happen",50,2,"","","",""
1442,"2026-01-05T18:52:32.794310","Probable",75,10,"","","",""
1442,"2026-01-05T18:52:32.794310","Realistic Possibility",75,18,"","","",""
1442,"2026-01-05T18:52:32.794310","Remote Chance",10,15,"","","",""
1442,"2026-01-05T18:52:32.794310","Unlikely",20,7,"","","",""
1442,"2026-01-05T18:52:32.794310","Very Good Chance",75,3,"","","",""
1442,"2026-01-05T18:52:32.794310","Will Happen",100,9,"","","",""
1444,"2026-01-05T18:54:06.752897","About Even",50,12,"","","",""
1444,"2026-01-05T18:54:06.752897","Almost Certain",85,1,"","","",""
1444,"2026-01-05T18:54:06.752897","Almost No Chance",5,14,"","","",""
1444,"2026-01-05T18:54:06.752897","Better than Even",55,16,"","","",""
1444,"2026-01-05T18:54:06.752897","Chances are Slight",15,17,"","","",""
1444,"2026-01-05T18:54:06.752897","Could Happen",33,4,"","","",""
1444,"2026-01-05T18:54:06.752897","Highly Likely",80,5,"","","",""
1444,"2026-01-05T18:54:06.752897","Highly Unlikely",10,13,"","","",""
1444,"2026-01-05T18:54:06.752897","Improbable",10,8,"","","",""
1444,"2026-01-05T18:54:06.752897","Likely",60,11,"","","",""
1444,"2026-01-05T18:54:06.752897","Little Chance",10,19,"","","",""
1444,"2026-01-05T18:54:06.752897","May Happen",25,6,"","","",""
1444,"2026-01-05T18:54:06.752897","Might Happen",20,2,"","","",""
1444,"2026-01-05T18:54:06.752897","Probable",55,10,"","","",""
1444,"2026-01-05T18:54:06.752897","Realistic Possibility",50,18,"","","",""
1444,"2026-01-05T18:54:06.752897","Remote Chance",1,15,"","","",""
1444,"2026-01-05T18:54:06.752897","Unlikely",15,7,"","","",""
1444,"2026-01-05T18:54:06.752897","Very Good Chance",67,3,"","","",""
1444,"2026-01-05T18:54:06.752897","Will Happen",100,9,"","","",""
1445,"2026-01-05T18:54:09.984865","About Even",50,10,"","","",""
1445,"2026-01-05T18:54:09.984865","Almost Certain",98,18,"","","",""
1445,"2026-01-05T18:54:09.984865","Almost No Chance",5,17,"","","",""
1445,"2026-01-05T18:54:09.984865","Better than Even",60,15,"","","",""
1445,"2026-01-05T18:54:09.984865","Chances are Slight",15,7,"","","",""
1445,"2026-01-05T18:54:09.984865","Could Happen",60,13,"","","",""
1445,"2026-01-05T18:54:09.984865","Highly Likely",95,12,"","","",""
1445,"2026-01-05T18:54:09.984865","Highly Unlikely",20,1,"","","",""
1445,"2026-01-05T18:54:09.984865","Improbable",10,8,"","","",""
1445,"2026-01-05T18:54:09.984865","Likely",80,16,"","","",""
1445,"2026-01-05T18:54:09.984865","Little Chance",10,4,"","","",""
1445,"2026-01-05T18:54:09.984865","May Happen",50,14,"","","",""
1445,"2026-01-05T18:54:09.984865","Might Happen",50,19,"","","",""
1445,"2026-01-05T18:54:09.984865","Probable",75,9,"","","",""
1445,"2026-01-05T18:54:09.984865","Realistic Possibility",65,11,"","","",""
1445,"2026-01-05T18:54:09.984865","Remote Chance",20,3,"","","",""
1445,"2026-01-05T18:54:09.984865","Unlikely",30,5,"","","",""
1445,"2026-01-05T18:54:09.984865","Very Good Chance",90,2,"","","",""
1445,"2026-01-05T18:54:09.984865","Will Happen",100,6,"","","",""
1447,"2026-01-05T18:54:59.420267","About Even",50,7,"","","",""
1447,"2026-01-05T18:54:59.420267","Almost Certain",90,5,"","","",""
1447,"2026-01-05T18:54:59.420267","Almost No Chance",5,2,"","","",""
1447,"2026-01-05T18:54:59.420267","Better than Even",60,19,"","","",""
1447,"2026-01-05T18:54:59.420267","Chances are Slight",5,17,"","","",""
1447,"2026-01-05T18:54:59.420267","Could Happen",25,9,"","","",""
1447,"2026-01-05T18:54:59.420267","Highly Likely",85,18,"","","",""
1447,"2026-01-05T18:54:59.420267","Highly Unlikely",5,12,"","","",""
1447,"2026-01-05T18:54:59.420267","Improbable",10,8,"","","",""
1447,"2026-01-05T18:54:59.420267","Likely",66,14,"","","",""
1447,"2026-01-05T18:54:59.420267","Little Chance",10,1,"","","",""
1447,"2026-01-05T18:54:59.420267","May Happen",20,6,"","","",""
1447,"2026-01-05T18:54:59.420267","Might Happen",40,11,"","","",""
1447,"2026-01-05T18:54:59.420267","Probable",60,16,"","","",""
1447,"2026-01-05T18:54:59.420267","Realistic Possibility",35,4,"","","",""
1447,"2026-01-05T18:54:59.420267","Remote Chance",10,13,"","","",""
1447,"2026-01-05T18:54:59.420267","Unlikely",20,15,"","","",""
1447,"2026-01-05T18:54:59.420267","Very Good Chance",66,3,"","","",""
1447,"2026-01-05T18:54:59.420267","Will Happen",95,10,"","","",""
1449,"2026-01-05T18:55:49.338487","About Even",50,1,"","","",""
1449,"2026-01-05T18:55:49.338487","Almost Certain",99,4,"","","",""
1449,"2026-01-05T18:55:49.338487","Almost No Chance",1,19,"","","",""
1449,"2026-01-05T18:55:49.338487","Better than Even",60,16,"","","",""
1449,"2026-01-05T18:55:49.338487","Chances are Slight",5,15,"","","",""
1449,"2026-01-05T18:55:49.338487","Could Happen",40,11,"","","",""
1449,"2026-01-05T18:55:49.338487","Highly Likely",95,7,"","","",""
1449,"2026-01-05T18:55:49.338487","Highly Unlikely",2,10,"","","",""
1449,"2026-01-05T18:55:49.338487","Improbable",5,5,"","","",""
1449,"2026-01-05T18:55:49.338487","Likely",80,8,"","","",""
1449,"2026-01-05T18:55:49.338487","Little Chance",20,12,"","","",""
1449,"2026-01-05T18:55:49.338487","May Happen",65,9,"","","",""
1449,"2026-01-05T18:55:49.338487","Might Happen",60,6,"","","",""
1449,"2026-01-05T18:55:49.338487","Probable",90,2,"","","",""
1449,"2026-01-05T18:55:49.338487","Realistic Possibility",75,17,"","","",""
1449,"2026-01-05T18:55:49.338487","Remote Chance",10,14,"","","",""
1449,"2026-01-05T18:55:49.338487","Unlikely",30,13,"","","",""
1449,"2026-01-05T18:55:49.338487","Very Good Chance",85,3,"","","",""
1449,"2026-01-05T18:55:49.338487","Will Happen",100,18,"","","",""
1452,"2026-01-05T18:56:19.528294","About Even",50,18,"","","",""
1452,"2026-01-05T18:56:19.528294","Almost Certain",95,11,"","","",""
1452,"2026-01-05T18:56:19.528294","Almost No Chance",3,14,"","","",""
1452,"2026-01-05T18:56:19.528294","Better than Even",51,17,"","","",""
1452,"2026-01-05T18:56:19.528294","Chances are Slight",15,12,"","","",""
1452,"2026-01-05T18:56:19.528294","Could Happen",35,4,"","","",""
1452,"2026-01-05T18:56:19.528294","Highly Likely",90,3,"","","",""
1452,"2026-01-05T18:56:19.528294","Highly Unlikely",2,19,"","","",""
1452,"2026-01-05T18:56:19.528294","Improbable",10,7,"","","",""
1452,"2026-01-05T18:56:19.528294","Likely",60,15,"","","",""
1452,"2026-01-05T18:56:19.528294","Little Chance",20,16,"","","",""
1452,"2026-01-05T18:56:19.528294","May Happen",45,8,"","","",""
1452,"2026-01-05T18:56:19.528294","Might Happen",40,2,"","","",""
1452,"2026-01-05T18:56:19.528294","Probable",60,13,"","","",""
1452,"2026-01-05T18:56:19.528294","Realistic Possibility",55,6,"","","",""
1452,"2026-01-05T18:56:19.528294","Remote Chance",5,9,"","","",""
1452,"2026-01-05T18:56:19.528294","Unlikely",20,1,"","","",""
1452,"2026-01-05T18:56:19.528294","Very Good Chance",80,10,"","","",""
1452,"2026-01-05T18:56:19.528294","Will Happen",100,5,"","","",""
1466,"2026-01-05T19:01:30.146456","About Even",50,15,"","","",""
1466,"2026-01-05T19:01:30.146456","Almost Certain",95,12,"","","",""
1466,"2026-01-05T19:01:30.146456","Almost No Chance",3,1,"","","",""
1466,"2026-01-05T19:01:30.146456","Better than Even",55,19,"","","",""
1466,"2026-01-05T19:01:30.146456","Chances are Slight",10,2,"","","",""
1466,"2026-01-05T19:01:30.146456","Could Happen",50,11,"","","",""
1466,"2026-01-05T19:01:30.146456","Highly Likely",88,14,"","","",""
1466,"2026-01-05T19:01:30.146456","Highly Unlikely",6,9,"","","",""
1466,"2026-01-05T19:01:30.146456","Improbable",6,13,"","","",""
1466,"2026-01-05T19:01:30.146456","Likely",75,5,"","","",""
1466,"2026-01-05T19:01:30.146456","Little Chance",12,4,"","","",""
1466,"2026-01-05T19:01:30.146456","May Happen",50,16,"","","",""
